count, author, comment, isLiked?
1005,Dame Dolla Clutch Range,@Rolias Duck yea idk about 10 but in 11 we can either record internal audio  microphone  both  or no audio.,False
1006,Rolias Duck,@Dame Dolla Clutch Range That's amazing  I can't wait to use it! :) I've been waiting for it for years too!!,False
1007,Rolias Duck,@Dame Dolla Clutch Range Just realised it says it in the video  I watched it quickly became I was in a rush thank you for the information though!,False
1008,Dame Dolla Clutch Range,@Rolias Duck no problem and yeah I was really happy to see it as well,False
1009,David,You and no one else.People looking for "smartphones for dummies" buy an iPhone.,False
1010,Jason Jordan,@David lol  android is far more superior than IOS. If you are an apple fan boy what are you even doing here just get out of here,False
1011,Magnum Revolver,Android vs ios 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,False
1012,Paulster TV,S NR Like iOS 14?,False
1013,xVenom,@Ra_The_RECKER ik but still,False
1014,TheSerbianLogoEditor805 HD //TSYTP,Already 11!? I'm still using 7.0 nougat. :/,False
1015,Sude ÇAKMAKÇI,💚💚💚Android💚💚💚,False
1016,Techzword,Android Changing User's Expierience With New Look,False
1017,Kacper Żukian,Why my bubbles doesn't work? I have it 'on" and i get normal bubble from Messenger ans it's all...,False
1018,Ghost Rider,I don't even have Android 10 bruh I'm stuck on Android 9,False
1019,hello master,Google por favor espera uns 3 anos para lançar um Android novo que coisa,False
1020,Sadiq Khalid,Waiting on my Pixel 3,False
1021,All In One Gujarat,BSDKO Oneplus 8 Pro Me Kab Aayega Update 😂,False
1022,Potato Guy,I hope the new screen recorder have the internal sound recording,False
1023,Atharv Sonar,Android has a youtube channel?!,False
1024,Akshay Shingare,Most of us have already used some of the features on Samsung One UI 2.0,False
1025,xyoxus,1:33 space missing before the dash and at 0:36 the battery icon is to close to the corner on the phone screen.,False
1026,Mayank,Please split the notification volume and call ring volume,False
1027,Sajid sayyad,Mashallah ❤️ nice 👍,False
1028,Ahammed Yaseen,These guys have to take lessons from Apple in how to do a commercial 😊,False
1029,Ady Wijaya,Apple : Writes that down  Writes that down.,False
1030,Dhrutube,so we still not getting the 3.5mm audio jack back?,False
1031,Syed Naveed,Make a platform that each android phones of each manufacturers can get same update at same day same time.,False
1032,Xeng Shi,These features are already exists is custom roms and other custom Skins 😂😂😂,False
1033,Raptor Machete,android 10 pun tk berasa lgi😭,False
1034,Mohammed Raed,Which one?,False
1035,Debarghya Mitra,@Mohammed Raed    one time permission  screen recording  important notifications and many more,False
1036,Ra_The_RECKER,Yeah  great to see Google bring them to stock Android  especially because it allows us to get these features in this awesome UI.,False
1037,Chad R.,Samsung,False
1038,Marnick Bär,never died?,False
1039,Dracula Hawk!,Why would Samsung die next year?,False
1040,Martin Genesis1220,that haven't have sense,False
1041,Maulana Arif Cahyana,Nah iPhone is god,False
1042,Jonah Laining,I’m an IOS user and I can agree with this.,False
1043,preying assassin,If you have money buy iPhone if you have brain buy android,False
1044,.To create a new channel, create a Brand Account,im here suffering with an android 5.1,False
1045,Ro R,WE WANT CUSTOM FONTS WITHOUT HAVING TO ROOT OUR PHONE ON STOCK ANDROIDS!!,False
1046,Lian Nartea,Android 11 is letter "R"... But what it means?,False
1047,Chinthaka Rajapaksha,Became ios. Hah haa 😂😂,False
1048,Diego Cortes Osuna,I need this on my Redmi Note 8 Pro. I hope Xiaomi consider to apply it to this one.,False
1049,LIFE LIKE,I have been waiting for one time access,False
1050,Emad Ahmed,Please change how you stop screen recordings. Displaying your notifications every time you end the screen recording is not ideal. Also bring scrolling screenshots.,False
1051,Mojo Film,RIP my galaxy s9 plus. Ga dpt update jir,False
1052,Aditya Arora,And my phone still runs android 7.0,False
1053,PRO EDITOR,Android 10 🙂 I got recently update,False
1054,Iancu Chicu,Cool I can't wait for it to be on my cell phone too S10,False
1055,Nivesh Nayan,What happened to desktop mode?,False
1056,Ayush Gupta,well  many of these features are already Oneplus phones!,False
1057,Diego Oliveira,Já recebi no meu Pixel 2XL 🥰🇧🇷,False
1058,Paul harrision,Android 6 users on the spot :),False
1059,Doğukan Kaya,Cries in android 8 😭,False
1060,aesthetical,Got here early....4th person to see this.Do what you want  like or dislike  i dont care.What matters is you.,False
1061,satishsai msd,This android 11 update is giving to all mbles???,False
1062,Nathan Rock,Differently want to get the pixel 5xl when it comes out,False
1063,xSlayer,Can Huawei get this update? :<,False
1064,Dame Dolla Clutch Range,You're wrong the battery icon should be there  you're reaching,False
1065,Sack 200,On 2.1 I have every one of them but not that conversation thingy...,False
1066,suleiman _34,Pray for it in salah  lol :),False
1067,xVenom,💚💚💚💚💚💚💚,False
1068,Yuho James,🙌,False
1069,justsim,MIUI already has 90% of these features on their UI and that's based on Android 10.,False
1070,Chika is the best,Bro I still has android 8...;),False
1071,SK ØØ7,Bruh i need only the screen recording option,False
1072,Jose Paulo,will android 11 come out for lg k12 max?,False
1073,Zombo mile,Idk i still cant update my os to 5.0.0,False
1074,Asim Ali,cried in Android 6.0 before but now cries in Android 10 ;-;,False
1075,Vitor Santiago,Xiaomi already has all these functions for over a year. MIUI is well advanced,False
1076,Daniel Fermin,Awww Android has matured they dont like candies and treats any more 🥺,False
1077,Mr. Motor Freak,I just hope that the in-built screen recorder allows mic sound as well as internal sound :(,False
1078,Nuty Zero,Cries in 2 years of updates for Xiaomi mi a1,False
1079,Brian Seekar,MIUI 🌚 (don't mention ads and bloatware 😂),False
1080,Riyo,Baru juga dapet update andro 10 bulan lalu dah rilis 11 aje. 🙃,False
1081,Guilherme Dantas,Unfortunately Moto G8 Plus won't have Android 11. I wanna use this Android LOL,False
1082,Raj Dora,Just this week I got update for android 10,False
1083,GateOP,One time permissions? Either im crazy or Samsung already done this  at least my A71 has this.,False
1084,RP TV,Nokia 6.1 Plus...end update Android 10 😭😭,False
1085,2boxes1cup,waiting for the release on the samsung,False
1086,SHINSHIN,limx→∞ android(x) = ios,False
1087,VICKY VENGURLEKAR,Superb features Google Android ❤️,False
1088,Peacemekka,There's an android 11? I personally think android has reached a point where its current feature set completely satisfies my  needs. I'll stick to my 9.,False
1089,Yuho James,Yeah everyone knows that 👀,False
1090,GenesisGems,Abandoned like the millions of other google services,False
1091,aRUnKA,@GenesisGems it's not a "google service". It's an android feature.,False
1092,Assassin Master16,If you want desk top mode then really Samsung Dex is like the closest thing to it.,False
1093,Mike Schaefer,Android 10 has scrolling screen shots,False
1094,Subhadip Das,@Mike Schaefer Maybe on other OEMs like Samsung but not on stock android (Pixel),False
1095,Mike Schaefer,@Subhadip Das Yea.. Samsung 10+ Here,False
1096,Giorg189,In Samsung phones you can download and install fonts from Galaxy store.,False
1097,ADARSH Tiwari,@Giorg189 galaxy themes,False
1098,Ro R,@Giorg189 but not on like pixel phones,False
1099,Zekiz,@Giorg189 he said stock Android,False
1100,Giorg189,@Zekiz Nearly none is using stock Android. The few pixel and motorola devices are a droplet in the ocean.,False
1101,Ammar Saleh,Please Focus on the stabilty of the system.,False
1102,Aaryan Raju,Lowkey showing the pixel 5 but we'd not know cuz it looks just like the 4a,False
1103,InfoNime,Stuck on android version 8  my cellphone is only redmi 5a,False
1104,Parnassian,I like the "auto-reset" one. Good job.,False
1105,Mukesh Ambani,Who else still waiting for android 10 update on our phones,False
1106,Vipin Sikarwar,Pixel experience is seamless 🔥,False
1107,kaustubh kharat,Waiting for Samsung to launch one UI 3 now..,False
1108,Joshuel David,I’m an ios user and I’m just curious to see what’s apple gonna copy next that’s why I’m here,False
1109,Ayush Parikh,I'm an apple 🍎 user but after seeing android 11 features I'm gonna shift to android !😁👍🏻,False
1110,Savage Seven,When he realease,False
1111,Florinn.,Screen Recorder? We had that on Android 10,False
1112,Abhay Agarwal,Hi my vendor lenova isn't providing an upgrade for my phone os its still stuck at Android 7  you guys should do something instead of releasing new stuff  or you all just care about money ?,False
1113,Japheth Anasco,I hope will be 3 years upgrade os and 4 years security patch,False
1114,Gadget Beard,Yo!... The update broke my scrolling on my Pixel 4a... I can't scroll without it trying to open what ever my finger touches while scrolling,False
1115,Aryan Singh,No wireless share feature Like Airdrop on iOS? I thought Android 11 was getting this feature.,False
1116,Mas Fatah,cries in android 8 T_,False
1117,Rabari Gabharu,Nice work 🔥🔥🔥,False
1118,Lunar360,Watching this on my android 5.1.1 phone,False
1119,BRO HOU,Android 11 is Train battery and trash ram 🌚🥀 ( pixel3),False
1120,Skywarr,Thank You ♥,False
1121,Sack 200,Samsung already did it...,False
1122,KENT CARGOPH,Yes Android 11 supports that but on Android 10 doesn't support to use both so in Android 10 you have to choose one,False
1123,Mr. Motor Freak,@KENT CARGOPH yeah I have android 10 and my phone is not eligible for android 11 😟,False
1124,KENT CARGOPH,@Mr. Motor Freak try the mobizen,False
1125,KENT CARGOPH,@Mr. Motor Freak or any screen internal recoder,False
1126,Mr. Motor Freak,@KENT CARGOPH ok I willthanks for telling,False
1127,Flaying Cat,Android 11 should be Android Macaron,False
1128,The Freakin'Bot,Sometimes I doubt if this is the real channel of Android or it's just made by those punks,False
1129,Joanesept,Well i hope my oppo f9 will support android 11,False
1130,Richard Greasley,It woukd be nice if call recording can work again. Screwing over the thousands of app developers and their customers for 'privacy' issues was a low move.,False
1131,mcdetleff puzon,recently updated my phone on to Android 10,False
1132,Hadif Aiman,The screen record not working in my pixel 4. Lol,False
1133,Preselany,Cries in Android 5.7 :(,False
1134,Minhaz Khan,This time the F.B.I  just need your permission once...Wow that helps alot,False
1135,Proloy B,My phone got Android 10 update just few months ago. And 11 is out. 😐,False
1136,Abhinav chetan,Android is lob🔥,False
1137,Alberto Rocha,I want microfone control in media settings,False
1138,Vincent Van Schependom,Please improve animations and animation performance!,False
1139,Saranga Baishya,Using android one device..m sure of getting android 11,False
1140,Mun Zil,Watching android 11 on my android 6 :/,False
1141,NEKO# ΦωΦ,Watching this on devices android kitkat ...,False
1142,rj shompurno,When it will come,False
1143,Cebolinha,I really like how my Redmi Note 8 from LAST YEAR IS NOT GOING TO HAVE IT 😠😠😡,False
1144,Nischith Rock,Will android 11 comes in mi A2 please reply,False
1145,Ianis Crăciun Ștefan,how can I turn on screen recorder?,False
1146,Malayalam Entertainment Company,Commenting from my XP PC  because my phone runs on froyo and YouTube is not accessible.,False
1147,Rohan Roy,Improve something big please 🤦,False
1148,ÆØÆÖÆØ US,Me I got android 9 to 10 by update I love my old android 8 😁,False
1149,Yuvraj Sharma,*cries in android 5.1.1,False
1150,ADITYA GAUTAM,When it will be available for vivo smart phones ?,False
1151,Wallace Santos,They should optimize the system to occupy less,False
1152,BlasyNinja,Pls android 11 fix about and reduce game lag in android 9 i use for game its work as well then after android 10 the game is more lagg and freeze pks android 11 reduce it,False
1153,AKHI,Yo @xiaomi wtf man i didn't even get my 10 I'm changing,False
1154,SoundLab- No Copyright Music,Huawei:harmony isGoogle has left the chat,False
1155,MD. SIAN,Can I get Android11 in OnePlus 5T?,False
1156,Anirban Halder,Now ios gone Cry 😂😂😂,False
1157,ax- gamer586,guys i upgraded my phone from 9 to 10 and nothing changed,False
1158,Shubham Roy,Still one thing You left for android 12 is - built-in App Lock 🙄,False
1159,Lucía Monserrate,This version looks very great.,False
1160,Kabeer Jadhav,When will it be released?,False
1161,Vishal Rathod,It will receive in MI A3 device and its come then when we get??,False
1162,Mr JP,I am on android 10 and i have samsung galaxy a20s will i get the update of android 11 ? Please anyone tell me,False
1163,Vince Justine Wahing,i wish that can be added on my phone oppo a83,False
1164,Adarsh Kumar Mishra,Before a week I got android 10....now this,False
1165,Sinan Mangadan,When it comes to samsung m51??,False
1166,Srbin Gamer,ONE UI 3.0 I CAN'T WAIT,False
1167,Yahia Sayed,I have all that features with one ui 2.0,False
1168,MSGx45,Laughs in android 8,False
1169,VRK彡 VAIBHAVKB,Andriod 11 😍😍😍Meanwhile my vivo mobile😑😑Still not given pie update and stuck on Oreo 8.0😶😶,False
1170,Martin Vnenčák,❤️ I likes android ❤️,False
1171,Senwye,Can u give us internal sound recording,False
1172,ZANDATSU,Can they optimized the memory consumption on Google Play Services? it eats lots of RAM like a boss,False
1173,Prasad,When redmi note 8 get a android 10 ?,False
1174,RAFI,Cries in Android 4.4.2,False
1175,Ashwin Fredrick,Nowadays why android doesn't giving dessert names ?,False
1176,K S,Well I am already enjoying those features with my MIUI 11,False
1177,Asyita sita,Next : pop up windows like in samsung ONEUI  i'm never using split screen tbh  pop up windows is more usefull  myself enjoying alot porn + pictures at the same times.,False
1178,M Ibrahim,0:39:Android 10: did I not had a screen recorder?????,False
1179,Rohith E.A,Android 11 കിട്ടിയിട്ട് എന്താ കാര്യം വഴിമുടക്കി MIUI ഇല്ലേ,False
1180,PUBG - X,Kis kis ko 10 000 subscribes chayiyeIs comment ko like karo 🥰Now this video linkhttps://youtu.be/ocawRvFPLPc,False
1181,Fréderijk Åctæøn,i need shake-shake feature  shake and share to everybody in the room,False
1182,Jeneel Savjani,I just cleaned my phone,False
1183,Adwaith mohan,When does it release in India?,False
1184,Хочу погладить Манула,Is it Spotify ad?,False
1185,IAM AK,Waiting  Bring it on!!!,False
1186,Snaville,I wonder what will samsung's oneui 3 bring because almost all mentioned features in the video already exist in my samsung since oneui 2.1 with android 10,False
1187,oosha2000 xd,Nice features but what about the ability to change ttf fonts by the time android 10 gets fixed and some android 9 devices as well ?,False
1188,41 subs • 5 years ago,>:( bubbles don't work,False
1189,Sankara Narayanan,Still there are Android  kitkat users 😭,False
1190,Tarikul Islam,Im so exited...🤩,False
1191,Manish Manish,It's more like a good update of Android 0 rather then being called  11 ( don't see any major update worth being called 11,False
1192,Sagar Debnath,RIP screen recorder apps,False
1193,Giani,that screenshot button and screen recorder.... ugh love it,False
1194,FEMTO,best of all these  is the fact that we can record sound of our device...just like ios..,False
1195,Gadgets Arise,Can I get this update on my galaxy A50?,False
1196,All In Tech - தமிழ்,🔥🔥🔥,False
1197,Nik Patel,We want  companies to give options to choose one phone model with stock Android and another one with companies own custom ui,False
1198,logesh waran,MiA3 ku update iruka yaravathu sollunga,False
1199,Journey to Alex,Apple has already all of these features or announced them for iOS 14 except for bubbles (but bubbles would be weird with iPhones imo).,False
1200,AsA Gaming Pro,Realme UI 2.0 get android 11,False
1201,XzBit,When will be the update released?,False
1202,Tech worth it,When will oneplus 6 get Android 11 plz tell,False
1203,Willa Saskara,wait you have seeen this one?,False
1204,Muhd Afiq,Please do it no light notification but can have light on srceen...  Please see my comment,False
1205,Bam_Zilla 88,Still prefer iOS 14 that’s not out yet at the time of writing this,False
1206,Yoga Permana,Amdroid 9 otw 10 nyimak,False
1207,Andhika YP,Bye bye record screen application,False
1208,Thirumalesh Ambati,See you all in 6 years when this video gets randomly suggested to everyone and ios 19 has android 11 features.,False
1209,kamaleshwar S,Android ran outta stock,False
1210,LucHo0,I have an a30 so I hope I can get this update,False
1211,Jeagan Jhonas,Ughhhh.. I just bought  Huawei Y6P and it's android 10,False
1212,nischal kafle,Does ta screen recorder support internal audio recording?,False
1213,vinay gupta,Need built-in Fps meter?,False
1214,RatulsHyper,Dude  where did the WPS Push feature go?,False
1215,siva ram,When do we get it for MI K20 PRO?,False
1216,Iqbal K.,this is very ios like  even the features lol,False
1217,anime Phoenix,Who have android 5 😭😭,False
1218,Sergany,No hope to have this update for honor 8x?💔,False
1219,Kᴘᴏᴘ Vᴇʀ.,what font is it ??? This is so beautiful and simple.,False
1220,Karuna Sagar Patel,Is it comes to mia1/2/3,False
1221,Satyam Sherawat,LOL I'M A IPHONE user and most of these features are already provided by iOS Kaya bolu........,False
1222,Carl Lawrence Ramos,cries in Android 4.1.1,False
1223,Vato Qobalia,Will it be for samsung galaxy a20s???,False
1224,Yu Farin,You have manager ram pleas or dual ram system and thiry party apps,False
1225,Ñikûñj Ñàrûtø,Cries In Android 6.0.1,False
1226,Kojiro 13,Cries in android 5.0.1,False
1227,Abraão Vitor,SCREEN RECORDER ♥️,False
1228,Robert Kelly,Release it for Sony Xperia 1 ii,False
1229,Aasif Ali,But that's the pixel ui is different from other stock android like nokia  moto etc,False
1230,Eriatolc,The Beta is pretty stable  I have it on my iPhone  you should try it.  (*´꒳`*),False
1231,Bam_Zilla 88,Eriatolc I don’t have a secondary iPhone,False
1232,Dicky Pratama,its been 13 years old,False
1233,Devil Hunter,Still stuck in nougat 😅,False
1234,Deivukas -,More like unfinished Android 11   pixel 3a has some issues now....,False
1235,OH TUBE,please make it available for A20,False
1236,Gabriel Toledo,Will the Redmi Note 8 have it? 🥺,False
1237,rajiv kumar,all features are USELESS except ONE TIME PERMISSION,False
1238,Peachy.Meadows,Lol my phone is stuck at android 8,False
1239,Jaden Anthony,Cries in Android 8.1.1 Oreo go edition,False
1240,THE GUY,Android 11 will be in which upcoming phones?,False
1241,Ashish Massey,stock android is just like the butter. Smooth.,False
1242,Parbinder Kaur,Android has become very fast and nice I am  Android 9 pie user I thought that Android 10 and no os can beat it but Android 11 can.,False
1243,jamreal18,How about making your phone dark mode?,False
1244,Dhruv Patel,Can we get some secure file type feature in pixel phones?,False
1245,Oguz Uzun,My phone will never get this!,False
1246,刘忠斌,It's getting faster and more convenient.,False
1247,Samir,Android plz realise the android 11 wallpaper hd plzzzzzz 🙏,False
1248,Raffa alfathir,Smooth for andoind,False
1249,Ardra Alif,I hope Android will become more reliable & efficient over time.,False
1250,Rajasai TIE,I want upgrade realme 3pro Android 11 plz,False
1251,Deb :D,A whole new privacy control.👌,False
1252,Ricardo J Virrueta,I cant find the update on my pixel 4 xl. I looked for it manually on the settings  and searched for updates but i get no new updates available. I thought it was released yesterday. Im starting to get irritated,False
1253,AB'S MOTOR VLOGS,YouTube:- Let's put this in others notification who even don't about this channel,False
1254,Yumeng Taing,I use ios but I watch this anyway,False
1255,epicgamer23,Cries in Android 10,False
1256,kondapally janardhan,Options are really Attractive lets see,False
1257,Mohammedali Shaikh,Android is copying from Apple in terms of its notification bar controls and privacy. But nothing can beat the privacy of iOS!,False
1258,Hello World,The background music is great.,False
1259,Shawn SQ Zhang,Chat bubble doesn't work 🤦🏻‍♂️,False
1260,Candra Ustadzi,That's all have been available in xiaomi miui...,False
1261,Onrefni,Me on android 8: Cool  but cost?,False
1262,Shlofty Intous,Can we have reading mode in browser app  because when i read on the website i get annoyed when my screen is off so i want reading mode,False
1263,Nate Souljah,Will still take the one UI version instead,False
1264,Wacky Potter,That screen recorder is late though.,False
1265,Azim Sonu,Kya fayda aisa update ka jisme live stream kerne pr locha hoga in game or in built sound jayega hi nhi😂 gareeb ka thora khayal rakha kro,False
1266,Akshay Kumar,That permission auto reset is really usefull,False
1267,Evan Warkentin,I just downloaded it 😸,False
1268,Gustavo Moreno,Is the final version andoid 11?,False
1269,Tozeriana Productions توزريانا للإنتاج,Thanks but I’m waiting iOS 14,False
1270,Santanu Mukherjee,I want this new update in nokia 6.1 too..,False
1271,Emil Goranov,Can you PLEASE first clear all bugs of android 10?! And then you are free to realise a new version!,False
1272,Mai Nerds,Please do something about the Android Fragmentation,False
1273,KENT CARGOPH,Cries in Android 10,False
1274,Shreyaskumar Karuppiah,I need one ui 3,False
1275,MULTI Inc,aight nothing interesting this year,False
1276,Yoga Dwi Santosa,sudah ada di android 10 semua itu,False
1277,Mohd Shahnawaz,Give it any perfect name  !What is android 11❗Like pie   Oreo  Naughut  marshmallow etc,False
1278,Atit Lokhande,🔥,False
1279,Christian Jay Gonzaga,Please add android native long screenshot 🙏,False
1280,Dark x Shadows,Please give internal sound recording features for every mobile ....and every android version 🙏🙏🙏,False
1281,Kiran Sharma,Stock android phone options?,False
1282,sami 9911,Cries in android 4.4.4,False
1283,Shiva Prasad,Android 11 with One ui will be😍,False
1284,フェルナンド,*pogs in android 8.0*,False
1285,Pete,Updated to Android 11 and now it wont read my SIM card,False
1286,Name Less,wich phones are this available on?,False
1287,Vishwanath Sharma,Nice Keep updating Privacy is more important 😉,False
1288,Fluffy Brook,It would really be great if it is easy  compatible and safe to install the official latest or any offical android version on any smartphone.,False
1289,arslan,waiting on it.,False
1290,Praveen,What!??? Is that Google talking about Privacy 🤣🤣🤣,False
1291,MYGreatCountry INDIA,Watching this on Android 4 😂,False
1292,aRUnKA,New versions fix bugs  dude. If your phone doesn't update to a newer version  it will probably be left with the older bugs  etc. Android is an open source project  so it could even be your manufacturer's fault that you are facing bugs,False
1293,Emil Goranov,@aRUnKA Android One dude  Android One😐,False
1294,aRUnKA,@Emil GoranovFixing bugs in an older version  is kind of useless  because you're creating an update anyways.Google didn't actually release many features this year. That's a good thing actually  because google can instead focus on performance  bugs  and uniformity  etc.Try flashing a custom ROM  or seeing if you get the update. It might fix your isuues!👍 (Otherwise it's your OEMs fault),False
1295,Candra Ustadzi,Since 2 yeras ago,False
1296,Amit Karmakar,When will android11 update available for Oppo k1 device...???,False
1297,GamePlayFTW,How do I update to android 11 on my samsung galaxy a11?,False
1298,Dablu kumar,15sep....6;53an hya abhi,False
1299,Acer aspire - Hp nc6400 Kasiotis,Do APK work again because in android 9 and 10 it doseint work,False
1300,Lisa Thalia,cries in Android 7,False
1301,GAME-BOT,watching this on android lollipop 😑,False
1302,DookieLookie574,cries in android 4.4.4,False
1303,Hariom Joshi,Always a great fan,False
1304,Meeko,Clipboard please  I cant use any other clipboard after Android 10,False
1305,Shivam Kalonia,BUT WHEN,False
1306,RedStar,Bad thing about this is that I might not get Android 11.I have Redmi Note 8 Pro.,False
1307,Rudra Tiwari,what can I do Iam still on Marshmello,False
1308,Manjunath Mj,Copies most of the features from One UI 2.0,False
1309,Blankb01 -_-,Just got mine. Have 6 cats nowEdit: now 7,False
1310,Naman Bhan,Cries in android 6,False
1311,TECHNO HACKER,nougat 7  :'(  thanks to rn4,False
1312,HAZIQ,Cries in Android 7,False
1313,Shikatoze,Man i really want one😢,False
1314,Panya Rerksakunchai,it have Amazon  ark find it who more,False
1315,Mateus Martins,Will this OS updates work like Android One? And is this going to work with all Android mobile phones?,False
1316,preying assassin,And im watching it at android 10,False
1317,MYGreatCountry INDIA,@preying assassin nice sexy,False
1318,Google User,From android 10 onwards Google decided not to make any alphabetical version brands to shift to numerical brands.,False
1319,ELECTRO ARMY,Hey what is it's Name???????,False
1320,Ganesh Karhale,We need more features.,False
1321,NightSphinx1723,cries in android 6,False
1322,Juan Marin,Cries in android 8,False
1323,Sagiri,Where's long screenshots?,False
1324,Arif R,uwaw udah 11 aja... androidku masih 7,False
1325,neeraj a.v.,There is no much developments in the software I feal like they are reaching their limits .,False
1326,HydKeith,Is it android q (11)?,False
1327,Scott Pilgrim Vs The World : The Game HOY!!!!,I like it  but iOS is still faster & easy  bye one plus  hello iPhone,False
1328,_Wonni_RoZ_,cries in android 7,False
1329,_Wonni_RoZ_,cries in android 7,False
1330,Rotha Hong,Lmfao I got android 10 in April and I don't know when will I get android 11 @_@,False
1331,Guu Sioon,Please allow Internal recording in android nine plsss,False
1332,Ar Nel,My oppo A5s (stuck in 8.1 Oreo) is crying deep beneath the oceans ......,False
1333,Lawson HELLU,Cries in Android Lollipop,False
1334,Yeassir Ullah,I want with my s10 😃,False
1335,MIHIR PATIL,When will it come?,False
1336,zilky,cries in Android 5,False
1337,Subbing back to everyone that subs to me,Cries in android 7,False
1338,Mahibul wahab nabil,Me with already android 11😆😆😆😆😆😆,False
1339,Magnum Revolver,I watching android 10,False
1340,Flaying Cat,there will be notification on ur phone if the update came out to ur particular phone,False
1341,GamePlayFTW,@Flaying Cat  nice,False
1342,Mubarez Syed,Ah! Same ui,False
1343,Edward Barnes,where's the Material Design....?,False
1344,Sirjan Pun,everything is fun and games until apple launches iphone 12 and 12 pro max...,False
1345,Dwi Pangga,Android 11 : TOP ULTRA DRAIN BATTERAY,False
1346,Trung Kiên,Cries in Android 7,False
1347,Kayden Yerington,cries in android 10,False
1348,Kartik Namde 74,Cries in android 8.1,False
1349,Louis Brian,*sobs in android 8*,False
1350,Kai hiwatari,Cries in android 6,False
1351,Zul Fahmi,Baru kemaren android 10  udah 11 aja,False
1352,ernesto arcangel,How about on RmC3?,False
1353,Nuno Filipe,Welcome to One UI features,False
1354,b zee,looks sweet 😍😍😍,False
1355,Kuroshi,Cries in android 8.1,False
1356,Feggies - MLBB,We need some smooth gesture transition  like the ios does.,False
1357,Aaryana Pandey,When will it be release??,False
1358,Vincentius marcelino,I can't wait to see Funtouch OS 11,False
1359,Debsurya Ganguly,will it arrive on nokia 6.1 plus ?,False
1360,Ruben phone collector,Watching this while i dont even have android 10 is just to sad for me.....,False
1361,SMEER ABBASI,I Hope Android 11 Update Come In OPPO RENO 2f,False
1362,テンペスト,I hope  they add screen recording on android 9,False
1363,flying android,The reason l like android so much,False
1364,pablo leal,Cool! and what's new tho?,False
1365,Naing Aung Lu Lu,How it feels like using Android without Google😂,False
1366,H C,May I ask what was the UI designer thinking when they decided that 2-button navbar users do not deserve using screenshot functionality in recent menu? Now I'm left with a devive that can't take screenshot at all.,False
1367,Zero Two,Why is the music so catchy? hahah,False
1368,Ninjnax Josean,Cries in Android 7,False
1369,Muhammad Saib789,Cries in Android 8,False
1370,otto ivanov,cant root my phone without unlocking the bootloader,False
1371,Parth Kalekar,We use WiFi but still need a pause button on play store downtown,False
1372,Moe Idris,My tabe 4 doesn't updates. . WHY ?I got no money to buy a new device. .. I'm poor . .😭😭😭😭😭😭,False
1373,Aditya Gitte,Is the phone used in the video the new pixel 5?,False
1374,Yash Dharak,Owner of 4.1.3 version,False
1375,Gameplays con sentido,Android 9 :),False
1376,Mohammad Adnan Khan,When for pixel 3xl?,False
1377,Qosparta Animations,No lockscreen album art tho,False
1378,XTVI,N I C E !,False
1379,Favoritism,Trend would be changed after android 11 update.,False
1380,Darshan B.R,Watching this video on my iPhone,False
1381,אדם פרץ,What about recording a call?,False
1382,Dark Shadow,Use custom ROM  if you don't get updates  you're warranty is certainly expired.,False
1383,Ruben phone collector,@Dark Shadow no because it's my main phone and I don't want to brick it,False
1384,Dark Shadow,@Ruben phone collector indeed  but if you don't have warranty anymore  it doesen't matter  if my phone don't have warranty anymore i'll install custom ROM,False
1385,aRUnKA,Google pixels have good animations. But it's usually your OEM skin that changes these animations.,False
1386,Abraham Pratomo,Do I spot the Pixel 5 👀,False
1387,Cj Perkins,Will you need a hardware upgrade for the wireless android auto and by that I mean like radio replacement or all existing android auto head units be compatible with,False
1388,Krek it project,why theres no bubbles for pixel 2?,False
1389,Flash363,Can't wait for OneUI 3.0!!!!!,False
1390,BRAMA KUMBARA,My xiaomi still on android 9,False
1391,ADITYA PRAKASH,When will Samsung Galaxy m30s get android 11 update????,False
1392,RUDRAKSH NAWALE,When will asus get android 10 atleast??,False
1393,Talha Ibn Razzab,why there is no built in call recorder.!?,False
1394,FUGLY,Stupid question:Does it support volte? Or just switch connections  like GSI ?,False
1395,Swathy Raj Santhosh Kumar,will I get an update on mi a2,False
1396,Loli4lyf,me with android 5.1 : pathetic,False
1397,Clueless Gamer,When will Samsung devices get it?,False
1398,Omkar Gaikwad #FAUG is OP,it will take 500000000000 years for this to be in every android device but motos and pixels will be updated always so fair tradeoff,False
1399,Sebas Clones,i want that cellphone,False
1400,Sinan Mangadan,When it comes to samsung m51??,False
1401,Abhishek Kumar,This is awesome af,False
1402,RJ NOZID,Screen recorder isnt new. i have it on android 10,False
1403,TIFY TECH,How may of you are seeing this video on android,False
1404,Aleks,Why you suppose phones  for such short time?  I'm Galaxy s9 user  my phone going to be stuck on android 10.,False
1405,A be,this is good  I hate the desert name 😌,False
1406,Flaying Cat,on huawei devices?,False
1407,Naing Aung Lu Lu,@Flaying Cat exactly...We will see after 2021😂,False
1408,Flaying Cat,@Naing Aung Lu Lu well....they are making their own os so yeah we'll see if it good enough compete with Android and IOS,False
1409,Flaying Cat,@Naing Aung Lu Lu huawei phone mostly sell in china and china already ban google so people in china are fine with it but for us its a hell,False
